Date,BTC,ETH,BNB,XRP,ADA,SOL,DOGE,TRX,TON,MATIC,DOT,LTC,AVAX,DAI,LINK,LEO,XLM,WSTETH,HBAR,SHIB,BCH,EWP,PP
2021-10-07 00:00:00+00:00,53805.984375,3587.974853515625,438.7617492675781,1.0680259466171265,2.2769949436187744,154.28118896484375,0.2429230064153671,0.0955139994621276,9.426724433898926,1.2765079736709597,33.97454833984375,178.771728515625,61.48835372924805,1.0002700090408323,26.83403587341309,2.8990249633789062,0.3441070020198822,3767.548095703125,0.3779059946537018,2.300000051036477e-05,612.15673828125,2985.084937545873,46625.15025108654
2021-10-08 00:00:00+00:00,53967.84765625,3563.75927734375,419.10205078125,1.0628910064697266,2.237175941467285,158.94920349121094,0.2438510060310363,0.0976699963212013,10.044754981994627,1.3440279960632324,33.372894287109375,175.97238159179688,60.52022552490234,0.999948024749756,26.40096092224121,2.780317068099976,0.3358120024204254,3723.784423828125,0.3736110031604767,2.700000004551839e-05,595.7726440429688,2987.857228766197,46759.77072657578
2021-10-09 00:00:00+00:00,54968.22265625,3575.716796875,421.5494689941406,1.1599260568618774,2.2666149139404297,156.82583618164062,0.2465959936380386,0.1028700023889541,10.530007362365724,1.351140022277832,36.3274040222168,179.65866088867188,60.56625747680664,1.0009039640426636,27.417076110839844,2.8382530212402344,0.3528690040111542,3739.667724609375,0.3708609938621521,2.700000004551839e-05,614.4834594726562,3038.126448057904,47620.26950192171
2021-10-10 00:00:00+00:00,54771.578125,3425.852783203125,405.0693054199219,1.1384530067443848,2.197213888168335,148.0487060546875,0.2298049926757812,0.0977479964494705,9.828109741210938,1.248175024986267,34.4664192199707,175.31857299804688,56.59357452392578,1.0003360509872437,25.648935317993164,2.7690138816833496,0.332516998052597,3625.785888671875,0.3434630036354065,2.5999999706982635e-05,586.6426391601562,3013.056657626395,47435.63437722523
2021-10-11 00:00:00+00:00,57484.7890625,3545.35400390625,413.4562072753906,1.137887954711914,2.173388957977295,144.85813903808594,0.2315029948949813,0.0971620008349418,9.290955543518066,1.24372398853302,34.18463134765625,179.42605590820312,55.30461120605469,1.000540018081665,25.25881576538086,2.7428228855133057,0.3445560038089752,3658.277099609375,0.3437289893627167,3.099999958067201e-05,601.8111572265625,3150.539337339057,49773.46795532507
2021-10-12 00:00:00+00:00,56041.05859375,3492.5732421875,443.8675231933594,1.1018589735031128,2.119189977645874,152.73712158203125,0.2262420058250427,0.0955090001225471,8.998848915100098,1.2238709926605225,35.159767150878906,172.79776000976562,54.35797119140625,1.0001360177993774,24.623647689819336,2.803812026977539,0.3331409990787506,3627.57568359375,0.3502320051193237,2.9000000722589903e-05,587.449462890625,3078.5930306263317,48529.47612626618
2021-10-13 00:00:00+00:00,57401.09765625,3606.20166015625,470.7496948242188,1.128391981124878,2.189053058624268,148.17604064941406,0.232572004199028,0.0979930013418197,9.756205558776855,1.2411179542541504,41.6169319152832,177.62832641601562,55.152488708496094,1.0010219812393188,25.61174964904785,2.807291984558105,0.3676629960536957,3705.888427734375,0.3585700094699859,2.9000000722589903e-05,594.5084838867188,3154.562446177117,49708.31410828358
2021-10-14 00:00:00+00:00,57321.5234375,3786.01416015625,472.02239990234375,1.132315993309021,2.170362949371338,149.75680541992188,0.2322729974985122,0.0971589982509613,9.616424560546877,1.2630540132522583,40.75510025024414,180.11839294433594,56.08110427856445,1.0005569458007812,26.647485733032227,2.678873062133789,0.3693259954452514,3925.743896484375,0.3884539902210235,2.700000004551839e-05,597.6168212890625,3170.248972879236,49663.56964920695
2021-10-15 00:00:00+00:00,61593.94921875,3862.634765625,473.70263671875,1.1405500173568726,2.214651107788086,162.59620666503906,0.2337819933891296,0.0985039994120597,8.843438148498535,1.583204984664917,43.15711212158203,188.8141326904297,56.2510871887207,1.000116944313049,26.94454574584961,2.845787048339844,0.3614340126514435,4004.518798828125,0.3633430004119873,2.499999936844688e-05,624.5038452148438,3383.607485038341,53340.17559017508
2021-10-16 00:00:00+00:00,60892.1796875,3830.382080078125,465.6424560546875,1.1350959539413452,2.177712917327881,157.538818359375,0.237292006611824,0.0986900031566619,8.86861515045166,1.506134033203125,41.757625579833984,186.18930053710935,57.48309326171875,1.0000059604644775,27.228479385375977,2.9040489196777344,0.3961029946804046,3976.294189453125,0.3723790049552917,2.5999999706982635e-05,626.3204956054688,3346.6529680361564,52734.224934137215
