BTC,ETH,BNB,XRP,ADA,SOL,DOGE,TRX,TON,MATIC,DOT,LTC,AVAX,DAI,LINK,LEO,XLM,WSTETH,HBAR,SHIB,BCH
0.0,0.0,0.0,0.06095,0.0,0.0,0.0,0.22219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71686,0.0,0.0,0.0,0.0,0.0
