BTC,ETH,BNB,XRP,ADA,SOL,DOGE,TRX,TON,MATIC,DOT,LTC,AVAX,DAI,LINK,LEO,XLM,WSTETH,HBAR,SHIB,BCH
0.5004,-1.0,0.26467,0.18526,-0.11887,0.07189,0.00383,0.09528,-0.00465,-0.16098,-0.35044,-0.02629,-0.07101,0.5795,0.12827,0.18261,0.01081,0.74483,-0.00457,0.00881,-0.03935
