BTC,ETH,BNB,XRP,ADA,SOL,DOGE,TRX,TON,MATIC,DOT,LTC,AVAX,DAI,LINK,LEO,XLM,WSTETH,HBAR,SHIB,BCH
0.0,0.0,0.0,0.05482,0.0,0.0,0.0,0.21628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7289,0.0,0.0,0.0,0.0,0.0
