BTC,ETH,BNB,XRP,ADA,SOL,DOGE,TRX,TON,MATIC,DOT,LTC,AVAX,DAI,LINK,LEO,XLM,WSTETH,HBAR,SHIB,BCH
0.0,0.0,0.0,0.06577,0.0,0.0,0.0,0.22764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70659,0.0,0.0,0.0,0.0,0.0
