BTC,ETH,BNB,XRP,ADA,SOL,DOGE,TRX,TON,MATIC,DOT,LTC,AVAX,DAI,LINK,LEO,XLM,WSTETH,HBAR,SHIB,BCH
0.0,0.0,0.0,0.05465,0.0,0.0,0.0,0.21624,-0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.72917,0.0,0.0,0.0,0.0,0.0
